date,location,new_cases,new_deaths,total_cases,total_deaths
2020/1/31,Dominican Republic,0,0,0,0
2020/2/1,Dominican Republic,0,0,0,0
2020/2/2,Dominican Republic,0,0,0,0
2020/2/3,Dominican Republic,0,0,0,0
2020/2/4,Dominican Republic,0,0,0,0
2020/2/5,Dominican Republic,0,0,0,0
2020/2/6,Dominican Republic,0,0,0,0
2020/2/7,Dominican Republic,0,0,0,0
2020/2/8,Dominican Republic,0,0,0,0
2020/2/9,Dominican Republic,0,0,0,0
2020/2/10,Dominican Republic,0,0,0,0
2020/2/11,Dominican Republic,0,0,0,0
2020/2/12,Dominican Republic,0,0,0,0
2020/2/13,Dominican Republic,0,0,0,0
2020/2/14,Dominican Republic,0,0,0,0
2020/2/15,Dominican Republic,0,0,0,0
2020/2/16,Dominican Republic,0,0,0,0
2020/2/17,Dominican Republic,0,0,0,0
2020/2/18,Dominican Republic,0,0,0,0
2020/2/19,Dominican Republic,0,0,0,0
2020/2/20,Dominican Republic,0,0,0,0
2020/2/21,Dominican Republic,0,0,0,0
2020/2/22,Dominican Republic,0,0,0,0
2020/2/23,Dominican Republic,0,0,0,0
2020/2/24,Dominican Republic,0,0,0,0
2020/2/25,Dominican Republic,0,0,0,0
2020/2/26,Dominican Republic,0,0,0,0
2020/2/27,Dominican Republic,0,0,0,0
2020/2/28,Dominican Republic,0,0,0,0
2020/2/29,Dominican Republic,0,0,0,0
2020/3/1,Dominican Republic,0,0,0,0
2020/3/2,Dominican Republic,1,0,1,0
2020/3/7,Dominican Republic,1,0,2,0
2020/3/10,Dominican Republic,3,0,5,0
2020/3/14,Dominican Republic,6,0,11,0
2020/3/15,Dominican Republic,0,0,11,0
2020/3/16,Dominican Republic,0,0,11,0
2020/3/17,Dominican Republic,0,0,11,0
2020/3/18,Dominican Republic,0,0,11,0
2020/3/19,Dominican Republic,10,0,21,0
2020/3/20,Dominican Republic,0,0,21,0
2020/3/21,Dominican Republic,13,2,34,2
2020/3/22,Dominican Republic,78,1,112,3
2020/3/23,Dominican Republic,90,0,202,3
2020/3/24,Dominican Republic,43,0,245,3
2020/3/25,Dominican Republic,67,3,312,6
2020/3/26,Dominican Republic,80,4,392,10
2020/3/27,Dominican Republic,96,0,488,10
2020/3/28,Dominican Republic,93,10,581,20
2020/3/29,Dominican Republic,138,8,719,28
2020/3/30,Dominican Republic,140,11,859,39
2020/3/31,Dominican Republic,42,3,901,42
2019/12/31,Ecuador,0,0,0,0
2020/1/1,Ecuador,0,0,0,0
2020/1/2,Ecuador,0,0,0,0
2020/1/3,Ecuador,0,0,0,0
2020/1/4,Ecuador,0,0,0,0
2020/1/5,Ecuador,0,0,0,0
2020/1/6,Ecuador,0,0,0,0
2020/1/7,Ecuador,0,0,0,0
2020/1/8,Ecuador,0,0,0,0
2020/1/9,Ecuador,0,0,0,0
2020/1/10,Ecuador,0,0,0,0
2020/1/11,Ecuador,0,0,0,0
2020/1/12,Ecuador,0,0,0,0
2020/1/13,Ecuador,0,0,0,0
2020/1/14,Ecuador,0,0,0,0
2020/1/15,Ecuador,0,0,0,0
2020/1/16,Ecuador,0,0,0,0
2020/1/17,Ecuador,0,0,0,0
2020/1/18,Ecuador,0,0,0,0
2020/1/19,Ecuador,0,0,0,0
2020/1/20,Ecuador,0,0,0,0
2020/1/21,Ecuador,0,0,0,0
2020/1/22,Ecuador,0,0,0,0
2020/1/23,Ecuador,0,0,0,0
2020/1/24,Ecuador,0,0,0,0
2020/1/25,Ecuador,0,0,0,0
2020/1/26,Ecuador,0,0,0,0
2020/1/27,Ecuador,0,0,0,0
2020/1/28,Ecuador,0,0,0,0
2020/1/29,Ecuador,0,0,0,0
2020/1/30,Ecuador,0,0,0,0
2020/1/31,Ecuador,0,0,0,0
2020/2/1,Ecuador,0,0,0,0
2020/2/2,Ecuador,0,0,0,0
2020/2/3,Ecuador,0,0,0,0
2020/2/4,Ecuador,0,0,0,0
2020/2/5,Ecuador,0,0,0,0
2020/2/6,Ecuador,0,0,0,0
2020/2/7,Ecuador,0,0,0,0
2020/2/8,Ecuador,0,0,0,0
2020/2/9,Ecuador,0,0,0,0
2020/2/10,Ecuador,0,0,0,0
2020/2/11,Ecuador,0,0,0,0
2020/2/12,Ecuador,0,0,0,0
2020/2/13,Ecuador,0,0,0,0
2020/2/14,Ecuador,0,0,0,0
2020/2/15,Ecuador,0,0,0,0
2020/2/16,Ecuador,0,0,0,0
2020/2/17,Ecuador,0,0,0,0
2020/2/18,Ecuador,0,0,0,0
2020/2/19,Ecuador,0,0,0,0
2020/2/20,Ecuador,0,0,0,0
2020/2/21,Ecuador,0,0,0,0
2020/2/22,Ecuador,0,0,0,0
2020/2/23,Ecuador,0,0,0,0
2020/2/24,Ecuador,0,0,0,0
2020/2/25,Ecuador,0,0,0,0
2020/2/26,Ecuador,0,0,0,0
2020/2/27,Ecuador,0,0,0,0
2020/2/28,Ecuador,0,0,0,0
2020/2/29,Ecuador,0,0,0,0
2020/3/1,Ecuador,1,0,1,0
2020/3/2,Ecuador,5,0,6,0
2020/3/3,Ecuador,1,0,7,0
2020/3/5,Ecuador,3,0,10,0
2020/3/6,Ecuador,3,0,13,0
2020/3/9,Ecuador,1,0,14,0
2020/3/10,Ecuador,1,0,15,0
2020/3/11,Ecuador,2,0,17,0
2020/3/14,Ecuador,6,1,23,1
2020/3/15,Ecuador,5,1,28,2
2020/3/16,Ecuador,9,0,37,2
2020/3/17,Ecuador,21,0,58,2
2020/3/18,Ecuador,53,0,111,2
2020/3/19,Ecuador,57,1,168,3
2020/3/20,Ecuador,31,0,199,3
2020/3/21,Ecuador,227,4,426,7
2020/3/22,Ecuador,106,0,532,7
2020/3/23,Ecuador,257,7,789,14
2020/3/24,Ecuador,192,4,981,18
2020/3/25,Ecuador,101,9,1082,27
2020/3/26,Ecuador,129,2,1211,29
2020/3/27,Ecuador,192,5,1403,34
2020/3/28,Ecuador,224,7,1627,41
2020/3/29,Ecuador,208,7,1835,48
2020/3/30,Ecuador,55,10,1890,58
2020/3/31,Ecuador,76,4,1966,62
2019/12/31,Egypt,0,0,0,0
2020/1/1,Egypt,0,0,0,0
2020/1/2,Egypt,0,0,0,0
2020/1/3,Egypt,0,0,0,0
2020/1/4,Egypt,0,0,0,0
2020/1/5,Egypt,0,0,0,0
2020/1/6,Egypt,0,0,0,0
2020/1/7,Egypt,0,0,0,0
2020/1/8,Egypt,0,0,0,0
2020/1/9,Egypt,0,0,0,0
2020/1/10,Egypt,0,0,0,0
2020/1/11,Egypt,0,0,0,0
2020/1/12,Egypt,0,0,0,0
2020/1/13,Egypt,0,0,0,0
2020/1/14,Egypt,0,0,0,0
2020/1/15,Egypt,0,0,0,0
2020/1/16,Egypt,0,0,0,0
2020/1/17,Egypt,0,0,0,0
2020/1/18,Egypt,0,0,0,0
2020/1/19,Egypt,0,0,0,0
2020/1/20,Egypt,0,0,0,0
2020/1/21,Egypt,0,0,0,0
2020/1/22,Egypt,0,0,0,0
2020/1/23,Egypt,0,0,0,0
2020/1/24,Egypt,0,0,0,0
2020/1/25,Egypt,0,0,0,0
2020/1/26,Egypt,0,0,0,0
2020/1/27,Egypt,0,0,0,0
2020/1/28,Egypt,0,0,0,0
2020/1/29,Egypt,0,0,0,0
2020/1/30,Egypt,0,0,0,0
2020/1/31,Egypt,0,0,0,0
2020/2/1,Egypt,0,0,0,0
2020/2/2,Egypt,0,0,0,0
2020/2/3,Egypt,0,0,0,0
2020/2/4,Egypt,0,0,0,0
2020/2/5,Egypt,0,0,0,0
2020/2/6,Egypt,0,0,0,0
2020/2/7,Egypt,0,0,0,0
2020/2/8,Egypt,0,0,0,0
2020/2/9,Egypt,0,0,0,0
2020/2/10,Egypt,0,0,0,0
2020/2/11,Egypt,0,0,0,0
2020/2/12,Egypt,0,0,0,0
2020/2/13,Egypt,0,0,0,0
2020/2/14,Egypt,0,0,0,0
2020/2/15,Egypt,1,0,1,0
2020/2/16,Egypt,0,0,1,0
2020/2/17,Egypt,0,0,1,0
2020/2/18,Egypt,0,0,1,0
2020/2/19,Egypt,0,0,1,0
2020/2/20,Egypt,0,0,1,0
2020/2/21,Egypt,0,0,1,0
2020/2/22,Egypt,0,0,1,0
2020/2/23,Egypt,0,0,1,0
2020/2/24,Egypt,0,0,1,0
2020/2/25,Egypt,0,0,1,0
2020/2/26,Egypt,0,0,1,0
2020/2/27,Egypt,0,0,1,0
2020/2/28,Egypt,0,0,1,0
2020/2/29,Egypt,0,0,1,0
2020/3/1,Egypt,0,0,1,0
2020/3/2,Egypt,1,0,2,0
2020/3/6,Egypt,1,0,3,0
2020/3/7,Egypt,12,0,15,0
2020/3/9,Egypt,34,1,49,1
2020/3/10,Egypt,6,0,55,1
2020/3/11,Egypt,4,0,59,1
2020/3/12,Egypt,1,0,60,1
2020/3/13,Egypt,20,1,80,2
2020/3/14,Egypt,13,0,93,2
2020/3/15,Egypt,0,0,93,2
2020/3/16,Egypt,17,0,110,2
2020/3/17,Egypt,16,0,126,2
2020/3/18,Egypt,40,2,166,4
2020/3/19,Egypt,30,2,196,6
2020/3/20,Egypt,14,0,210,6
2020/3/21,Egypt,46,1,256,7
2020/3/22,Egypt,29,1,285,8
2020/3/23,Egypt,9,2,294,10
2020/3/24,Egypt,33,4,327,14
2020/3/25,Egypt,39,5,366,19
2020/3/26,Egypt,76,2,442,21
2020/3/27,Egypt,14,0,456,21
2020/3/28,Egypt,39,3,495,24
2020/3/29,Egypt,41,6,536,30
2020/3/30,Egypt,40,6,576,36
2020/3/31,Egypt,33,4,609,40
2020/3/19,El Salvador,1,0,1,0
2020/3/20,El Salvador,0,0,1,0
2020/3/21,El Salvador,2,0,3,0
2020/3/22,El Salvador,0,0,3,0
2020/3/23,El Salvador,0,0,3,0
2020/3/24,El Salvador,2,0,5,0
2020/3/25,El Salvador,4,0,9,0
2020/3/26,El Salvador,4,0,13,0
2020/3/27,El Salvador,0,0,13,0
2020/3/28,El Salvador,0,0,13,0
2020/3/29,El Salvador,6,0,19,0
2020/3/30,El Salvador,11,0,30,0
2020/3/31,El Salvador,2,0,32,0
2020/3/15,Equatorial Guinea,1,0,1,0
2020/3/16,Equatorial Guinea,0,0,1,0
2020/3/17,Equatorial Guinea,0,0,1,0
2020/3/18,Equatorial Guinea,0,0,1,0
2020/3/19,Equatorial Guinea,2,0,3,0
2020/3/20,Equatorial Guinea,1,0,4,0
2020/3/21,Equatorial Guinea,0,0,4,0
2020/3/22,Equatorial Guinea,2,0,6,0
2020/3/23,Equatorial Guinea,0,0,6,0
2020/3/24,Equatorial Guinea,3,0,9,0
2020/3/25,Equatorial Guinea,0,0,9,0
2020/3/26,Equatorial Guinea,2,0,11,0
2020/3/27,Equatorial Guinea,1,0,12,0
2020/3/28,Equatorial Guinea,1,0,13,0
2020/3/29,Equatorial Guinea,0,0,13,0
2020/3/30,Equatorial Guinea,1,0,14,0
2020/3/31,Equatorial Guinea,0,0,14,0
2020/3/22,Eritrea,1,0,1,0
2020/3/23,Eritrea,0,0,1,0
2020/3/24,Eritrea,0,0,1,0
2020/3/25,Eritrea,0,0,1,0
2020/3/26,Eritrea,3,0,4,0
2020/3/27,Eritrea,2,0,6,0
2020/3/28,Eritrea,0,0,6,0
2020/3/29,Eritrea,0,0,6,0
2020/3/30,Eritrea,6,0,12,0
2020/3/31,Eritrea,0,0,12,0
2019/12/31,Estonia,0,0,0,0
2020/1/1,Estonia,0,0,0,0
2020/1/2,Estonia,0,0,0,0
2020/1/3,Estonia,0,0,0,0
2020/1/4,Estonia,0,0,0,0
2020/1/5,Estonia,0,0,0,0
2020/1/6,Estonia,0,0,0,0
2020/1/7,Estonia,0,0,0,0
2020/1/8,Estonia,0,0,0,0
2020/1/9,Estonia,0,0,0,0
2020/1/10,Estonia,0,0,0,0
2020/1/11,Estonia,0,0,0,0
2020/1/12,Estonia,0,0,0,0
2020/1/13,Estonia,0,0,0,0
2020/1/14,Estonia,0,0,0,0
2020/1/15,Estonia,0,0,0,0
2020/1/16,Estonia,0,0,0,0
2020/1/17,Estonia,0,0,0,0
2020/1/18,Estonia,0,0,0,0
2020/1/19,Estonia,0,0,0,0
2020/1/20,Estonia,0,0,0,0
2020/1/21,Estonia,0,0,0,0
2020/1/22,Estonia,0,0,0,0
2020/1/23,Estonia,0,0,0,0
2020/1/24,Estonia,0,0,0,0
2020/1/25,Estonia,0,0,0,0
2020/1/26,Estonia,0,0,0,0
2020/1/27,Estonia,0,0,0,0
2020/1/28,Estonia,0,0,0,0
2020/1/29,Estonia,0,0,0,0
2020/1/30,Estonia,0,0,0,0
2020/1/31,Estonia,0,0,0,0
2020/2/1,Estonia,0,0,0,0
2020/2/2,Estonia,0,0,0,0
2020/2/3,Estonia,0,0,0,0
2020/2/4,Estonia,0,0,0,0
2020/2/5,Estonia,0,0,0,0
2020/2/6,Estonia,0,0,0,0
2020/2/7,Estonia,0,0,0,0
2020/2/8,Estonia,0,0,0,0
2020/2/9,Estonia,0,0,0,0
2020/2/10,Estonia,0,0,0,0
2020/2/11,Estonia,0,0,0,0
2020/2/12,Estonia,0,0,0,0
2020/2/13,Estonia,0,0,0,0
2020/2/14,Estonia,0,0,0,0
2020/2/15,Estonia,0,0,0,0
2020/2/16,Estonia,0,0,0,0
2020/2/17,Estonia,0,0,0,0
2020/2/18,Estonia,0,0,0,0
2020/2/19,Estonia,0,0,0,0
2020/2/20,Estonia,0,0,0,0
2020/2/21,Estonia,0,0,0,0
2020/2/22,Estonia,0,0,0,0
2020/2/23,Estonia,0,0,0,0
2020/2/24,Estonia,0,0,0,0
2020/2/25,Estonia,0,0,0,0
2020/2/26,Estonia,0,0,0,0
2020/2/27,Estonia,0,0,0,0
2020/2/28,Estonia,1,0,1,0
2020/2/29,Estonia,0,0,1,0
2020/3/1,Estonia,0,0,1,0
2020/3/2,Estonia,0,0,1,0
2020/3/4,Estonia,1,0,2,0
2020/3/6,Estonia,3,0,5,0
2020/3/7,Estonia,5,0,10,0
2020/3/11,Estonia,3,0,13,0
2020/3/12,Estonia,3,0,16,0
2020/3/13,Estonia,11,0,27,0
2020/3/14,Estonia,52,0,79,0
2020/3/15,Estonia,36,0,115,0
2020/3/16,Estonia,56,0,171,0
2020/3/17,Estonia,34,0,205,0
2020/3/18,Estonia,20,0,225,0
2020/3/19,Estonia,33,0,258,0
2020/3/20,Estonia,9,0,267,0
2020/3/21,Estonia,16,0,283,0
2020/3/22,Estonia,23,0,306,0
2020/3/23,Estonia,20,0,326,0
2020/3/24,Estonia,26,0,352,0
2020/3/25,Estonia,17,0,369,0
2020/3/26,Estonia,35,1,404,1
2020/3/27,Estonia,134,0,538,1
2020/3/28,Estonia,37,0,575,1
2020/3/29,Estonia,65,0,640,1
2020/3/30,Estonia,39,2,679,3
2020/3/31,Estonia,36,0,715,3
2020/3/14,Ethiopia,1,0,1,0
2020/3/15,Ethiopia,0,0,1,0
2020/3/16,Ethiopia,3,0,4,0
2020/3/17,Ethiopia,1,0,5,0
2020/3/18,Ethiopia,0,0,5,0
2020/3/19,Ethiopia,1,0,6,0
2020/3/20,Ethiopia,1,0,7,0
2020/3/21,Ethiopia,2,0,9,0
2020/3/22,Ethiopia,0,0,9,0
2020/3/23,Ethiopia,2,0,11,0
2020/3/24,Ethiopia,0,0,11,0
2020/3/25,Ethiopia,0,0,11,0
2020/3/26,Ethiopia,1,0,12,0
2020/3/27,Ethiopia,0,0,12,0
2020/3/28,Ethiopia,4,0,16,0
2020/3/29,Ethiopia,0,0,16,0
2020/3/30,Ethiopia,0,0,16,0
2020/3/31,Ethiopia,7,0,23,0
2020/3/20,Faeroe Islands,72,0,72,0
2020/3/21,Faeroe Islands,8,0,80,0
2020/3/22,Faeroe Islands,12,0,92,0
2020/3/23,Faeroe Islands,23,0,115,0
2020/3/24,Faeroe Islands,3,0,118,0
2020/3/25,Faeroe Islands,4,0,122,0
2020/3/26,Faeroe Islands,10,0,132,0
2020/3/27,Faeroe Islands,8,0,140,0
2020/3/28,Faeroe Islands,4,0,144,0
2020/3/29,Faeroe Islands,11,0,155,0
2020/3/30,Faeroe Islands,4,0,159,0
2020/3/31,Faeroe Islands,9,0,168,0
2020/3/31,Falkland Islands,0,0,0,0
2020/3/20,Fiji,1,0,1,0
2020/3/21,Fiji,0,0,1,0
2020/3/22,Fiji,1,0,2,0
2020/3/23,Fiji,1,0,3,0
2020/3/24,Fiji,1,0,4,0
2020/3/25,Fiji,1,0,5,0
2020/3/26,Fiji,0,0,5,0
2020/3/27,Fiji,0,0,5,0
2020/3/28,Fiji,0,0,5,0
2020/3/29,Fiji,0,0,5,0
2020/3/30,Fiji,0,0,5,0
2020/3/31,Fiji,0,0,5,0
2019/12/31,Finland,0,0,0,0
2020/1/1,Finland,0,0,0,0
2020/1/2,Finland,0,0,0,0
2020/1/3,Finland,0,0,0,0
2020/1/4,Finland,0,0,0,0
2020/1/5,Finland,0,0,0,0
2020/1/6,Finland,0,0,0,0
2020/1/7,Finland,0,0,0,0
2020/1/8,Finland,0,0,0,0
2020/1/9,Finland,0,0,0,0
2020/1/10,Finland,0,0,0,0
2020/1/11,Finland,0,0,0,0
2020/1/12,Finland,0,0,0,0
2020/1/13,Finland,0,0,0,0
2020/1/14,Finland,0,0,0,0
2020/1/15,Finland,0,0,0,0
2020/1/16,Finland,0,0,0,0
2020/1/17,Finland,0,0,0,0
2020/1/18,Finland,0,0,0,0
2020/1/19,Finland,0,0,0,0
2020/1/20,Finland,0,0,0,0
2020/1/21,Finland,0,0,0,0
2020/1/22,Finland,0,0,0,0
2020/1/23,Finland,0,0,0,0
2020/1/24,Finland,0,0,0,0
2020/1/25,Finland,0,0,0,0
2020/1/26,Finland,0,0,0,0
2020/1/27,Finland,0,0,0,0
2020/1/28,Finland,0,0,0,0
2020/1/29,Finland,0,0,0,0
2020/1/30,Finland,1,0,1,0
2020/1/31,Finland,0,0,1,0
2020/2/1,Finland,0,0,1,0
2020/2/2,Finland,0,0,1,0
2020/2/3,Finland,0,0,1,0
2020/2/4,Finland,0,0,1,0
2020/2/5,Finland,0,0,1,0
2020/2/6,Finland,0,0,1,0
2020/2/7,Finland,0,0,1,0
2020/2/8,Finland,0,0,1,0
2020/2/9,Finland,0,0,1,0
2020/2/10,Finland,0,0,1,0
2020/2/11,Finland,0,0,1,0
2020/2/12,Finland,0,0,1,0
2020/2/13,Finland,0,0,1,0
2020/2/14,Finland,0,0,1,0
2020/2/15,Finland,0,0,1,0
2020/2/16,Finland,0,0,1,0
2020/2/17,Finland,0,0,1,0
2020/2/18,Finland,0,0,1,0
2020/2/19,Finland,0,0,1,0
2020/2/20,Finland,0,0,1,0
2020/2/21,Finland,0,0,1,0
2020/2/22,Finland,0,0,1,0
2020/2/23,Finland,0,0,1,0
2020/2/24,Finland,0,0,1,0
2020/2/25,Finland,0,0,1,0
2020/2/26,Finland,0,0,1,0
2020/2/27,Finland,1,0,2,0
2020/2/28,Finland,0,0,2,0
2020/2/29,Finland,1,0,3,0
2020/3/1,Finland,0,0,3,0
2020/3/2,Finland,3,0,6,0
2020/3/4,Finland,1,0,7,0
2020/3/6,Finland,5,0,12,0
2020/3/7,Finland,7,0,19,0
2020/3/9,Finland,11,0,30,0
2020/3/10,Finland,10,0,40,0
2020/3/12,Finland,19,0,59,0
2020/3/13,Finland,96,0,155,0
2020/3/15,Finland,55,0,210,0
2020/3/16,Finland,57,0,267,0
2020/3/17,Finland,5,0,272,0
2020/3/18,Finland,47,0,319,0
2020/3/19,Finland,50,0,369,0
2020/3/20,Finland,31,0,400,0
2020/3/21,Finland,50,0,450,0
2020/3/22,Finland,71,1,521,1
2020/3/23,Finland,105,0,626,1
2020/3/24,Finland,74,0,700,1
2020/3/25,Finland,92,0,792,1
2020/3/26,Finland,88,2,880,3
2020/3/27,Finland,78,1,958,4
2020/3/28,Finland,67,3,1025,7
2020/3/29,Finland,193,2,1218,9
2020/3/30,Finland,0,2,1218,11
2020/3/31,Finland,95,2,1313,13
2019/12/31,France,0,0,0,0
2020/1/1,France,0,0,0,0
2020/1/2,France,0,0,0,0
2020/1/3,France,0,0,0,0
2020/1/4,France,0,0,0,0
2020/1/5,France,0,0,0,0
2020/1/6,France,0,0,0,0
2020/1/7,France,0,0,0,0
2020/1/8,France,0,0,0,0
2020/1/9,France,0,0,0,0
2020/1/10,France,0,0,0,0
2020/1/11,France,0,0,0,0
2020/1/12,France,0,0,0,0
2020/1/13,France,0,0,0,0
2020/1/14,France,0,0,0,0
2020/1/15,France,0,0,0,0
2020/1/16,France,0,0,0,0
2020/1/17,France,0,0,0,0
2020/1/18,France,0,0,0,0
2020/1/19,France,0,0,0,0
2020/1/20,France,0,0,0,0
2020/1/21,France,0,0,0,0
2020/1/22,France,0,0,0,0
2020/1/23,France,0,0,0,0
2020/1/24,France,0,0,0,0
2020/1/25,France,3,0,3,0
2020/1/26,France,0,0,3,0
2020/1/27,France,0,0,3,0
2020/1/28,France,0,0,3,0
2020/1/29,France,1,0,4,0
2020/1/30,France,1,0,5,0
2020/1/31,France,1,0,6,0
2020/2/1,France,0,0,6,0
2020/2/2,France,0,0,6,0
2020/2/3,France,0,0,6,0
2020/2/4,France,0,0,6,0
2020/2/5,France,0,0,6,0
2020/2/6,France,0,0,6,0
2020/2/7,France,0,0,6,0
2020/2/8,France,5,0,11,0
2020/2/9,France,0,0,11,0
2020/2/10,France,0,0,11,0
2020/2/11,France,0,0,11,0
2020/2/12,France,0,0,11,0
2020/2/13,France,0,0,11,0
2020/2/14,France,0,0,11,0
2020/2/15,France,0,1,11,1
2020/2/16,France,0,0,11,1
2020/2/17,France,1,0,12,1
2020/2/18,France,0,0,12,1
2020/2/19,France,0,0,12,1
2020/2/20,France,0,0,12,1
2020/2/21,France,0,0,12,1
2020/2/22,France,0,0,12,1
2020/2/23,France,0,0,12,1
2020/2/24,France,0,0,12,1
2020/2/25,France,0,0,12,1
2020/2/26,France,2,0,14,1
2020/2/27,France,3,1,17,2
2020/2/28,France,21,0,38,2
2020/2/29,France,19,0,57,2
2020/3/1,France,43,0,100,2
2020/3/2,France,30,0,130,2
2020/3/3,France,48,1,178,3
2020/3/4,France,34,1,212,4
2020/3/5,France,73,0,285,4
2020/3/6,France,138,3,423,7
2020/3/7,France,190,2,613,9
2020/3/8,France,103,1,716,10
2020/3/9,France,410,9,1126,19
2020/3/10,France,286,11,1412,30
2020/3/11,France,372,3,1784,33
2020/3/12,France,497,15,2281,48
2020/3/13,France,595,13,2876,61
2020/3/14,France,785,18,3661,79
2020/3/15,France,838,12,4499,91
2020/3/16,France,924,36,5423,127
2020/3/17,France,1210,21,6633,148
2020/3/18,France,1097,27,7730,175
2020/3/19,France,1404,69,9134,244
2020/3/20,France,1861,128,10995,372
2020/3/21,France,1617,78,12612,450
2020/3/22,France,1847,112,14459,562
2020/3/23,France,1559,112,16018,674
2020/3/24,France,3838,186,19856,860
2020/3/25,France,2446,240,22302,1100
2020/3/26,France,2931,231,25233,1331
2020/3/27,France,3922,365,29155,1696
2020/3/28,France,3809,299,32964,1995
2020/3/29,France,4611,319,37575,2314
2020/3/30,France,2599,292,40174,2606
2020/3/31,France,4376,418,44550,3024
2020/3/19,French Polynesia,3,0,3,0
2020/3/20,French Polynesia,0,0,3,0
2020/3/21,French Polynesia,12,0,15,0
2020/3/22,French Polynesia,2,0,17,0
2020/3/23,French Polynesia,1,0,18,0
2020/3/24,French Polynesia,5,0,23,0
2020/3/25,French Polynesia,2,0,25,0
2020/3/26,French Polynesia,0,0,25,0
2020/3/27,French Polynesia,5,0,30,0
2020/3/28,French Polynesia,0,0,30,0
2020/3/29,French Polynesia,4,0,34,0
2020/3/30,French Polynesia,1,0,35,0
2020/3/31,French Polynesia,1,0,36,0
2020/3/13,Gabon,1,0,1,0
2020/3/15,Gabon,0,0,1,0
2020/3/16,Gabon,0,0,1,0
2020/3/17,Gabon,0,0,1,0
2020/3/18,Gabon,0,0,1,0
2020/3/19,Gabon,2,0,3,0
2020/3/20,Gabon,0,0,3,0
2020/3/21,Gabon,0,1,3,1
2020/3/22,Gabon,0,0,3,1
2020/3/23,Gabon,3,0,6,1
2020/3/24,Gabon,0,0,6,1
2020/3/25,Gabon,0,0,6,1
2020/3/26,Gabon,0,0,6,1
2020/3/27,Gabon,1,0,7,1
2020/3/28,Gabon,0,0,7,1
2020/3/29,Gabon,0,0,7,1
2020/3/30,Gabon,0,0,7,1
2020/3/31,Gabon,0,0,7,1
2020/3/18,Gambia,1,0,1,0
2020/3/19,Gambia,0,0,1,0
2020/3/20,Gambia,0,0,1,0
2020/3/21,Gambia,0,0,1,0
2020/3/22,Gambia,0,0,1,0
2020/3/23,Gambia,0,0,1,0
2020/3/24,Gambia,1,1,2,1
2020/3/25,Gambia,1,0,3,1
2020/3/26,Gambia,0,0,3,1
2020/3/27,Gambia,0,0,3,1
2020/3/28,Gambia,0,0,3,1
2020/3/29,Gambia,0,0,3,1
2020/3/30,Gambia,0,0,3,1
2020/3/31,Gambia,1,0,4,1
2019/12/31,Georgia,0,0,0,0
2020/1/1,Georgia,0,0,0,0
2020/1/2,Georgia,0,0,0,0
2020/1/3,Georgia,0,0,0,0
2020/1/4,Georgia,0,0,0,0
2020/1/5,Georgia,0,0,0,0
2020/1/6,Georgia,0,0,0,0
2020/1/7,Georgia,0,0,0,0
2020/1/8,Georgia,0,0,0,0
2020/1/9,Georgia,0,0,0,0
2020/1/10,Georgia,0,0,0,0
2020/1/11,Georgia,0,0,0,0
2020/1/12,Georgia,0,0,0,0
2020/1/13,Georgia,0,0,0,0
2020/1/14,Georgia,0,0,0,0
2020/1/15,Georgia,0,0,0,0
2020/1/16,Georgia,0,0,0,0
2020/1/17,Georgia,0,0,0,0
2020/1/18,Georgia,0,0,0,0
2020/1/19,Georgia,0,0,0,0
2020/1/20,Georgia,0,0,0,0
2020/1/21,Georgia,0,0,0,0
2020/1/22,Georgia,0,0,0,0
2020/1/23,Georgia,0,0,0,0
2020/1/24,Georgia,0,0,0,0
2020/1/25,Georgia,0,0,0,0
2020/1/26,Georgia,0,0,0,0
2020/1/27,Georgia,0,0,0,0
2020/1/28,Georgia,0,0,0,0
2020/1/29,Georgia,0,0,0,0
2020/1/30,Georgia,0,0,0,0
2020/1/31,Georgia,0,0,0,0
2020/2/1,Georgia,0,0,0,0
2020/2/2,Georgia,0,0,0,0
2020/2/3,Georgia,0,0,0,0
2020/2/4,Georgia,0,0,0,0
2020/2/5,Georgia,0,0,0,0
2020/2/6,Georgia,0,0,0,0
2020/2/7,Georgia,0,0,0,0
2020/2/8,Georgia,0,0,0,0
2020/2/9,Georgia,0,0,0,0
2020/2/10,Georgia,0,0,0,0
2020/2/11,Georgia,0,0,0,0
2020/2/12,Georgia,0,0,0,0
2020/2/13,Georgia,0,0,0,0
2020/2/14,Georgia,0,0,0,0
2020/2/15,Georgia,0,0,0,0
2020/2/16,Georgia,0,0,0,0
2020/2/17,Georgia,0,0,0,0
2020/2/18,Georgia,0,0,0,0
2020/2/19,Georgia,0,0,0,0
2020/2/20,Georgia,0,0,0,0
2020/2/21,Georgia,0,0,0,0
2020/2/22,Georgia,0,0,0,0
2020/2/23,Georgia,0,0,0,0
2020/2/24,Georgia,0,0,0,0
2020/2/25,Georgia,0,0,0,0
2020/2/26,Georgia,0,0,0,0
2020/2/27,Georgia,1,0,1,0
2020/2/28,Georgia,0,0,1,0
2020/2/29,Georgia,1,0,2,0
2020/3/1,Georgia,1,0,3,0
2020/3/2,Georgia,0,0,3,0
2020/3/5,Georgia,0,0,3,0
2020/3/6,Georgia,6,0,9,0
2020/3/8,Georgia,3,0,12,0
2020/3/9,Georgia,1,0,13,0
2020/3/10,Georgia,2,0,15,0
2020/3/11,Georgia,8,0,23,0
